PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"20512867","Vessel imaging with viable tumor analysis for quantification of tumor angiogenesis","Ungersma SE, Pacheco G, Ho C, Yee SF, Ross J, van Bruggen N, Peale FV Jr, Ross S, Carano RA.","Magn Reson Med. 2010 Jun;63(6):1637-47. doi: 10.1002/mrm.22442.","Ungersma SE","Magn Reson Med","2010","2010/06/01","","","10.1002/mrm.22442"
"26387482","Hyperspectral Microscopy of Near-Infrared Fluorescence Enables 17-Chirality Carbon Nanotube Imaging","Roxbury D, Jena PV, Williams RM, Enyedi B, Niethammer P, Marcet S, Verhaegen M, Blais-Ouellette S, Heller DA.","Sci Rep. 2015 Sep 21;5:14167. doi: 10.1038/srep14167.","Roxbury D","Sci Rep","2015","2015/09/22","PMC4585673","","10.1038/srep14167"
"27930718","Seeing the Invisible: Revealing Atrial Ablation Lesions Using Hyperspectral Imaging Approach","Muselimyan N, Swift LM, Asfour H, Chahbazian T, Mazhari R, Mercader MA, Sarvazyan NA.","PLoS One. 2016 Dec 8;11(12):e0167760. doi: 10.1371/journal.pone.0167760. eCollection 2016.","Muselimyan N","PLoS One","2016","2016/12/09","PMC5145191","","10.1371/journal.pone.0167760"
"26040273","Self-illuminating quantum dots for non-invasive bioluminescence imaging of mammalian gametes","Feugang JM, Youngblood RC, Greene JM, Willard ST, Ryan PL.","J Nanobiotechnology. 2015 Jun 4;13:38. doi: 10.1186/s12951-015-0097-1.","Feugang JM","J Nanobiotechnology","2015","2015/06/05","PMC4455054","","10.1186/s12951-015-0097-1"
"34387050","Spatial frequency domain imager based on a compact multiaperture camera: testing and feasibility for noninvasive burn severity assessment","Kennedy G, Kagawa K, Rowland R, Ponticorvo A, Tanida J, Durkin AJ.","J Biomed Opt. 2021 Aug;26(8):086001. doi: 10.1117/1.JBO.26.8.086001.","Kennedy G","J Biomed Opt","2021","2021/08/13","PMC8358666","","10.1117/1.JBO.26.8.086001"
"27623576","Towards Quantitative Evaluation of Tissue Absorption Coefficients Using Light Fluence Correction in Optoacoustic Tomography","Brochu FM, Brunker J, Joseph J, Tomaszewski MR, Morscher S, Bohndiek SE.","IEEE Trans Med Imaging. 2017 Jan;36(1):322-331. doi: 10.1109/TMI.2016.2607199. Epub 2016 Sep 8.","Brochu FM","IEEE Trans Med Imaging","2017","2016/09/14","","","10.1109/TMI.2016.2607199"
"27867703","Deep imaging of absorption and scattering features by multispectral multiple scattering low coherence interferometry","Zhao Y, Maher JR, Ibrahim MM, Chien JS, Levinson H, Wax A.","Biomed Opt Express. 2016 Sep 9;7(10):3916-3926. doi: 10.1364/BOE.7.003916. eCollection 2016 Oct 1.","Zhao Y","Biomed Opt Express","2016","2016/11/22","PMC5102527","","10.1364/BOE.7.003916"
"21439254","Nerve-highlighting fluorescent contrast agents for image-guided surgery","Gibbs-Strauss SL, Nasr KA, Fish KM, Khullar O, Ashitate Y, Siclovan TM, Johnson BF, Barnhardt NE, Tan Hehir CA, Frangioni JV.","Mol Imaging. 2011 Apr;10(2):91-101.","Gibbs-Strauss SL","Mol Imaging","2011","2011/03/29","PMC4386639","NIHMS345780",""
"31942279","Extended Blind End-member and Abundance Extraction for Biomedical Imaging Applications","Campos-Delgado DU, Gutierrez-Navarro O, Rico-Jimenez JJ, Duran E, Fabelo H, Ortega S, Callicó GM, Jo JA.","IEEE Access. 2019;7:178539-178552. doi: 10.1109/ACCESS.2019.2958985. Epub 2019 Dec 12.","Campos-Delgado DU","IEEE Access","2019","2020/01/17","PMC6961960","NIHMS1547386","10.1109/ACCESS.2019.2958985"
"30220773","Deformable Registration of Histological Cancer Margins to Gross Hyperspectral Images using Demons","Halicek M, Little JV, Wang X, Chen ZG, Patel M, Griffith CC, El-Deiry MW, Saba NF, Chen AY, Fei B.","Proc SPIE Int Soc Opt Eng. 2018 Feb;10581:105810N. doi: 10.1117/12.2293165. Epub 2018 Mar 6.","Halicek M","Proc SPIE Int Soc Opt Eng","2018","2018/09/18","PMC6138464","NIHMS986997","10.1117/12.2293165"
"21587160","Quantitative visualization and detection of skin cancer using dynamic thermal imaging","Herman C, Cetingul MP.","J Vis Exp. 2011 May 5;(51):2679. doi: 10.3791/2679.","Herman C","J Vis Exp","2011","2011/05/19","PMC3197108","","10.3791/2679"
"21897840","Facilitating tumor functional assessment by spatially relating 3D tumor histology and in vivo MRI: image registration approach","Alic L, Haeck JC, Bol K, Klein S, van Tiel ST, Wielepolski PA, de Jong M, Niessen WJ, Bernsen M, Veenland JF.","PLoS One. 2011;6(8):e22835. doi: 10.1371/journal.pone.0022835. Epub 2011 Aug 29.","Alic L","PLoS One","2011","2011/09/08","PMC3163576","","10.1371/journal.pone.0022835"
"29150629","Statistically strong label-free quantitative identification of native fluorophores in a biological sample","Mahbub SB, Plöschner M, Gosnell ME, Anwer AG, Goldys EM.","Sci Rep. 2017 Nov 17;7(1):15792. doi: 10.1038/s41598-017-15952-y.","Mahbub SB","Sci Rep","2017","2017/11/19","PMC5693869","","10.1038/s41598-017-15952-y"
"25804837","Perilipin 5 mediated lipid droplet remodelling revealed by coherent Raman imaging","Billecke N, Bosma M, Rock W, Fleissner F, Best G, Schrauwen P, Kersten S, Bonn M, Hesselink MK, Parekh SH.","Integr Biol (Camb). 2015 Apr;7(4):467-76. doi: 10.1039/c4ib00271g.","Billecke N","Integr Biol (Camb)","2015","2015/03/26","","","10.1039/c4ib00271g"
"24926076","A critical role for the vascular endothelium in functional neurovascular coupling in the brain","Chen BR, Kozberg MG, Bouchard MB, Shaik MA, Hillman EM.","J Am Heart Assoc. 2014 Jun 12;3(3):e000787. doi: 10.1161/JAHA.114.000787.","Chen BR","J Am Heart Assoc","2014","2014/06/14","PMC4309064","","10.1161/JAHA.114.000787"
"26033881","Development of an image pre-processor for operational hyperspectral laryngeal cancer detection","Regeling B, Laffers W, Gerstner AO, Westermann S, Müller NA, Schmidt K, Bendix J, Thies B.","J Biophotonics. 2016 Mar;9(3):235-45. doi: 10.1002/jbio.201500151. Epub 2015 Jun 1.","Regeling B","J Biophotonics","2016","2015/06/03","","","10.1002/jbio.201500151"
"25277147","Spectral-spatial classification for noninvasive cancer detection using hyperspectral imaging","Lu G, Halig L, Wang D, Qin X, Chen ZG, Fei B.","J Biomed Opt. 2014;19(10):106004. doi: 10.1117/1.JBO.19.10.106004.","Lu G","J Biomed Opt","2014","2014/10/04","PMC4183763","","10.1117/1.JBO.19.10.106004"
"28663914","Multispectral oximetry of murine tendon microvasculature with inflammation","van der Putten MA, Brewer JM, Harvey AR.","Biomed Opt Express. 2017 May 8;8(6):2896-2905. doi: 10.1364/BOE.8.002896. eCollection 2017 Jun 1.","van der Putten MA","Biomed Opt Express","2017","2017/07/01","PMC5480437","","10.1364/BOE.8.002896"
"24781588","Roles of linear and circular polarization properties and effect of wavelength choice on differentiation between ex vivo normal and cancerous gastric samples","Wang W, Lim LG, Srivastava S, Yan JS, Shabbir A, Liu Q.","J Biomed Opt. 2014 Apr;19(4):046020. doi: 10.1117/1.JBO.19.4.046020.","Wang W","J Biomed Opt","2014","2014/05/01","","","10.1117/1.JBO.19.4.046020"
"25993494","Intratracheally instilled titanium dioxide nanoparticles translocate to heart and liver and activate complement cascade in the heart of C57BL/6 mice","Husain M, Wu D, Saber AT, Decan N, Jacobsen NR, Williams A, Yauk CL, Wallin H, Vogel U, Halappanavar S.","Nanotoxicology. 2015;9(8):1013-22. doi: 10.3109/17435390.2014.996192. Epub 2015 May 20.","Husain M","Nanotoxicology","2015","2015/05/21","PMC4743610","","10.3109/17435390.2014.996192"
"23871960","Drug-loaded sickle cells programmed ex vivo for delayed hemolysis target hypoxic tumor microvessels and augment tumor drug delivery","Choe SW, Terman DS, Rivers AE, Rivera J, Lottenberg R, Sorg BS.","J Control Release. 2013 Oct 28;171(2):184-92. doi: 10.1016/j.jconrel.2013.07.008. Epub 2013 Jul 18.","Choe SW","J Control Release","2013","2013/07/23","PMC4162096","NIHMS625368","10.1016/j.jconrel.2013.07.008"
"17988929","A methodology to study the morphologic changes in lesions during in vitro angioplasty using MRI and image processing","Auer M, Regitnig P, Stollberger R, Ebner F, Holzapfel GA.","Med Image Anal. 2008 Apr;12(2):163-73. doi: 10.1016/j.media.2007.09.001. Epub 2007 Oct 6.","Auer M","Med Image Anal","2008","2007/11/09","","","10.1016/j.media.2007.09.001"
"29886552","Luminescent-Conjugated Oligothiophene Probe Applications for Fluorescence Imaging of Pure Amyloid Fibrils and Protein Aggregates in Tissues","Nilsson KPR, Lindgren M, Hammarström P.","Methods Mol Biol. 2018;1779:485-496. doi: 10.1007/978-1-4939-7816-8_30.","Nilsson KPR","Methods Mol Biol","2018","2018/06/11","","","10.1007/978-1-4939-7816-8_30"
"16253523","NG2 expression regulates vascular morphology and function in human brain tumours","Brekke C, Lundervold A, Enger PØ, Brekken C, Stålsett E, Pedersen TB, Haraldseth O, Krüger PG, Bjerkvig R, Chekenya M.","Neuroimage. 2006 Feb 1;29(3):965-76. doi: 10.1016/j.neuroimage.2005.08.026. Epub 2005 Oct 25.","Brekke C","Neuroimage","2006","2005/10/29","","","10.1016/j.neuroimage.2005.08.026"
"24176195","Noninvasive evaluation of the vascular response to transplantation of alginate encapsulated islets using the dorsal skin-fold model","Krishnan R, Arora RP, Alexander M, White SM, Lamb MW, Foster CE 3rd, Choi B, Lakey JR.","Biomaterials. 2014 Jan;35(3):891-8. doi: 10.1016/j.biomaterials.2013.10.012. Epub 2013 Oct 29.","Krishnan R","Biomaterials","2014","2013/11/02","PMC4057612","NIHMS579067","10.1016/j.biomaterials.2013.10.012"
"26589467","Quadratic blind linear unmixing: A graphical user interface for tissue characterization","Gutierrez-Navarro O, Campos-Delgado DU, Arce-Santana ER, Jo JA.","Comput Methods Programs Biomed. 2016 Feb;124:148-60. doi: 10.1016/j.cmpb.2015.10.016. Epub 2015 Nov 10.","Gutierrez-Navarro O","Comput Methods Programs Biomed","2016","2015/11/22","PMC4818012","NIHMS771041","10.1016/j.cmpb.2015.10.016"
"18163714","A hyperspectral fluorescence lifetime probe for skin cancer diagnosis","De Beule PA, Dunsby C, Galletly NP, Stamp GW, Chu AC, Anand U, Anand P, Benham CD, Naylor A, French PM.","Rev Sci Instrum. 2007 Dec;78(12):123101. doi: 10.1063/1.2818785.","De Beule PA","Rev Sci Instrum","2007","2008/01/01","","","10.1063/1.2818785"
"26263417","Performance characteristics of an interventional multispectral photoacoustic imaging system for guiding minimally invasive procedures","Xia W, Nikitichev DI, Mari JM, West SJ, Pratt R, David AL, Ourselin S, Beard PC, Desjardins AE.","J Biomed Opt. 2015 Aug;20(8):86005. doi: 10.1117/1.JBO.20.8.086005.","Xia W","J Biomed Opt","2015","2015/08/12","PMC5217184","EMS70802","10.1117/1.JBO.20.8.086005"
"25301102","siRNA liposome-gold nanorod vectors for multispectral optoacoustic tomography theranostics","Taruttis A, Lozano N, Nunes A, Jasim DA, Beziere N, Herzog E, Kostarelos K, Ntziachristos V.","Nanoscale. 2014 Nov 21;6(22):13451-6. doi: 10.1039/c4nr04164j.","Taruttis A","Nanoscale","2014","2014/10/11","","","10.1039/c4nr04164j"
"27385493","Metallic implant geometry and susceptibility estimation using multispectral B(0) field maps","Shi X, Yoon D, Koch KM, Hargreaves BA.","Magn Reson Med. 2017 Jun;77(6):2402-2413. doi: 10.1002/mrm.26313. Epub 2016 Jul 6.","Shi X","Magn Reson Med","2017","2016/07/08","PMC5529184","NIHMS877370","10.1002/mrm.26313"
"31042209","Multiscale, multispectral fluorescence lifetime imaging using a double-clad fiber","Sherlock BE, Li C, Zhou X, Alfonso-Garcia A, Bec J, Yankelevich D, Marcu L.","Opt Lett. 2019 May 1;44(9):2302-2305. doi: 10.1364/OL.44.002302.","Sherlock BE","Opt Lett","2019","2019/05/02","PMC7539568","NIHMS1632490","10.1364/OL.44.002302"
"26322519","Depth-Resolved Multispectral Sub-Surface Imaging Using Multifunctional Upconversion Phosphors with Paramagnetic Properties","Ovanesyan Z, Mimun LC, Kumar GA, Yust BG, Dannangoda C, Martirosyan KS, Sardar DK.","ACS Appl Mater Interfaces. 2015 Sep 30;7(38):21465-71. doi: 10.1021/acsami.5b06491. Epub 2015 Sep 10.","Ovanesyan Z","ACS Appl Mater Interfaces","2015","2015/09/01","PMC4597474","NIHMS724759","10.1021/acsami.5b06491"
"28139043","Hyperspectral data influenced by sample matrix: the importance of building relevant reference spectral libraries to map materials of interest","Dillon JCK, Bezerra L, Del Pilar Sosa Peña M, Neu-Baker NM, Brenner SA.","Microsc Res Tech. 2017 May;80(5):462-470. doi: 10.1002/jemt.22816. Epub 2017 Jan 31.","Dillon JCK","Microsc Res Tech","2017","2017/02/01","","","10.1002/jemt.22816"
"24440675","Vertical cross-sectional imaging of colonic dysplasia in vivo with multi-spectral dual axes confocal endomicroscopy","Qiu Z, Khondee S, Duan X, Li H, Mandella MJ, Joshi BP, Zhou Q, Owens SR, Kurabayashi K, Oldham KR, Wang TD.","Gastroenterology. 2014 Mar;146(3):615-7. doi: 10.1053/j.gastro.2014.01.016. Epub 2014 Jan 15.","Qiu Z","Gastroenterology","2014","2014/01/21","PMC4029422","NIHMS558472","10.1053/j.gastro.2014.01.016"
"23671066","Dynamic dual-tracer MRI-guided fluorescence tomography to quantify receptor density in vivo","Davis SC, Samkoe KS, Tichauer KM, Sexton KJ, Gunn JR, Deharvengt SJ, Hasan T, Pogue BW.","Proc Natl Acad Sci U S A. 2013 May 28;110(22):9025-30. doi: 10.1073/pnas.1213490110. Epub 2013 May 13.","Davis SC","Proc Natl Acad Sci U S A","2013","2013/05/15","PMC3670304","","10.1073/pnas.1213490110"
"27758051","Quantitative phase-filtered wavelength-modulated differential photoacoustic radar tumor hypoxia imaging toward early cancer detection","Dovlo E, Lashkari B, Soo Sean Choi S, Mandelis A, Shi W, Liu FF.","J Biophotonics. 2017 Sep;10(9):1134-1142. doi: 10.1002/jbio.201600168. Epub 2016 Oct 19.","Dovlo E","J Biophotonics","2017","2016/10/21","","","10.1002/jbio.201600168"
"21509632","Enhancing surgical vision by using real-time imaging of αvβ3-integrin targeted near-infrared fluorescent agent","Themelis G, Harlaar NJ, Kelder W, Bart J, Sarantopoulos A, van Dam GM, Ntziachristos V.","Ann Surg Oncol. 2011 Nov;18(12):3506-13. doi: 10.1245/s10434-011-1664-9. Epub 2011 Apr 21.","Themelis G","Ann Surg Oncol","2011","2011/04/22","","","10.1245/s10434-011-1664-9"
"24159326","Skin parameter map retrieval from a dedicated multispectral imaging system applied to dermatology/cosmetology","Jolivot R, Benezeth Y, Marzani F.","Int J Biomed Imaging. 2013;2013:978289. doi: 10.1155/2013/978289. Epub 2013 Sep 18.","Jolivot R","Int J Biomed Imaging","2013","2013/10/26","PMC3789448","","10.1155/2013/978289"
"27793028","A tissue factor-cascade-targeted strategy to tumor vasculature: a combination of EGFP-EGF1 conjugation nanoparticles with photodynamic therapy","Shi W, Yin Y, Wang Y, Zhang B, Tan P, Jiang T, Mei H, Deng J, Wang H, Guo T, Pang Z, Hu Y.","Oncotarget. 2017 May 9;8(19):32212-32227. doi: 10.18632/oncotarget.12922.","Shi W","Oncotarget","2017","2016/10/30","PMC5458279","","10.18632/oncotarget.12922"
"36606548","Multispectral optoacoustic tomography to differentiate between lymph node metastases and coronavirus-19 vaccine-associated lymphadenopathy","Placke JM, Mertens D, Tasdogan A, Chorti E, Schadendorf D, Ugurel S, Roesch A, Stoffels I, Klode J.","J Eur Acad Dermatol Venereol. 2023 Jan 6. doi: 10.1111/jdv.18847. Online ahead of print.","Placke JM","J Eur Acad Dermatol Venereol","2023","2023/01/06","","","10.1111/jdv.18847"
"28101537","Interventional Photoacoustic Imaging of the Human Placenta with Ultrasonic Tracking for Minimally Invasive Fetal Surgeries","Xia W, Maneas E, Nikitichev DI, Mosse CA, Sato Dos Santos G, Vercauteren T, David AL, Deprest J, Ourselin S, Beard PC, Desjardins AE.","Med Image Comput Comput Assist Interv. 2015 Oct;9349:371-378. doi: 10.1007/978-3-319-24553-9_46.","Xia W","Med Image Comput Comput Assist Interv","2015","2017/01/20","PMC5238954","EMS70804","10.1007/978-3-319-24553-9_46"
"27569370","On the R(2)(⁎) relaxometry in complex multi-peak multi-Echo chemical shift-based water-fat quantification: Applications to the neuromuscular diseases","Siracusano G, La Corte A, Milazzo C, Anastasi GP, Finocchio G, Gaeta M.","Magn Reson Imaging. 2017 Jan;35:4-14. doi: 10.1016/j.mri.2016.08.006. Epub 2016 Aug 26.","Siracusano G","Magn Reson Imaging","2017","2016/11/07","","","10.1016/j.mri.2016.08.006"
"24921344","Estimation of the number of fluorescent end-members for quantitative analysis of multispectral FLIM data","Gutierrez-Navarro O, Campos-Delgado DU, Arce-Santana ER, Maitland KC, Cheng S, Jabbour J, Malik B, Cuenca R, Jo JA.","Opt Express. 2014 May 19;22(10):12255-72. doi: 10.1364/OE.22.012255.","Gutierrez-Navarro O","Opt Express","2014","2014/06/13","PMC4086288","","10.1364/OE.22.012255"
"26502231","Validating tyrosinase homologue melA as a photoacoustic reporter gene for imaging Escherichia coli","Paproski RJ, Li Y, Barber Q, Lewis JD, Campbell RE, Zemp R.","J Biomed Opt. 2015 Oct;20(10):106008. doi: 10.1117/1.JBO.20.10.106008.","Paproski RJ","J Biomed Opt","2015","2015/10/27","","","10.1117/1.JBO.20.10.106008"
"29760971","Quantitative characterization of turbidity by radiative transfer based reflectance imaging","Tian P, Chen C, Jin J, Hong H, Lu JQ, Hu XH.","Biomed Opt Express. 2018 Apr 4;9(5):2081-2094. doi: 10.1364/BOE.9.002081. eCollection 2018 May 1.","Tian P","Biomed Opt Express","2018","2018/05/16","PMC5946772","","10.1364/BOE.9.002081"
"25970085","Single-side access, isotropic resolution, and multispectral three-dimensional photoacoustic imaging with rotate-translate scanning of ultrasonic detector array","Gateau J, Gesnik M, Chassot JM, Bossy E.","J Biomed Opt. 2015 May;20(5):56004. doi: 10.1117/1.JBO.20.5.056004.","Gateau J","J Biomed Opt","2015","2015/05/14","","","10.1117/1.JBO.20.5.056004"
"29344301","WST11 Vascular Targeted Photodynamic Therapy Effect Monitoring by Multispectral Optoacoustic Tomography (MSOT) in Mice","Neuschmelting V, Kim K, Malekzadeh-Najafabadi J, Jebiwott S, Prakash J, Scherz A, Coleman JA, Kircher MF, Ntziachristos V.","Theranostics. 2018 Jan 1;8(3):723-734. doi: 10.7150/thno.20386. eCollection 2018.","Neuschmelting V","Theranostics","2018","2018/01/19","PMC5771088","","10.7150/thno.20386"
"25426272","A Minimum Spanning Forest Based Hyperspectral Image Classification Method for Cancerous Tissue Detection","Pike R, Patton SK, Lu G, Halig LV, Wang D, Chen ZG, Fei B.","Proc SPIE Int Soc Opt Eng. 2014 Mar 21;9034:90341W. doi: 10.1117/12.2043848.","Pike R","Proc SPIE Int Soc Opt Eng","2014","2014/11/27","PMC4241346","NIHMS613555","10.1117/12.2043848"
"26206714","An endoscopic structured light system using multispectral detection","Lin J, Clancy NT, Elson DS.","Int J Comput Assist Radiol Surg. 2015 Dec;10(12):1941-50. doi: 10.1007/s11548-015-1264-4. Epub 2015 Jul 24.","Lin J","Int J Comput Assist Radiol Surg","2015","2015/07/25","","","10.1007/s11548-015-1264-4"
"16202444","Results of a pilot study of multispectral digital colposcopy for the in vivo detection of cervical intraepithelial neoplasia","Milbourne A, Park SY, Benedet JL, Miller D, Ehlen T, Rhodes H, Malpica A, Matisic J, Van Niekirk D, Atkinson EN, Hadad N, Mackinnon N, Macaulay C, Richards-Kortum R, Follen M.","Gynecol Oncol. 2005 Dec;99(3 Suppl 1):S67-75. doi: 10.1016/j.ygyno.2005.07.047. Epub 2005 Oct 3.","Milbourne A","Gynecol Oncol","2005","2005/10/06","","","10.1016/j.ygyno.2005.07.047"
